1	0000000000000000	-----------#	-----------#	-----------#	-----------#
2	01011	-----------#	-----------#	-----------#	-----------#
3	01011	-----------#	-----------#	-----------#	-----------#
4	01011	-----------#	-----------#	-----------#	-----------#
5	01011	-----------#	-----------#	-----------#	-----------#
6	01011	-----------#	-----------#	-----------#	-----------#
7	01011	-----------#	-----------#	-----------#	-----------#
8	01011	-----------#	-----------#	-----------#	-----------#
9	01011	-----------#	-----------#	-----------#	-----------#
10	01011	-----------#	-----------#	-----------#	-----------#
11	01011	-----------#	-----------#	-----------#	-----------#
12	01011	-----------#	-----------#	-----------#	-----------#
13	01011	-----------#	-----------#	-----------#	-----------#
14	01011	-----------#	-----------#	-----------#	-----------#
15	01011	-----------#	-----------#	-----------#	-----------#
16	01000	-----------#	-----------#	-----------#	-----------#
17	00011	-----------#	-----------#	-----------#	-----------#
18	00011	-----------#	-----------#	-----------#	-------?---#
19	00011	-----------#	-----------#	-----------#	-------?---#
20	00011	-----------#	-----------#	-----------#	-------?---#
21	00011	-----------#	-----------#	-----------#	-------?---#
22	00011	-----------#	-----------#	-----------#	-------?---#
23	01011	-----------#	-----------#	-----------#	-------?---#
24	01001	-----------#	-----------#	-----------#	-------?---#
25	01001	-----------#	-----------#	-----------#	-------?---#
26	01001	-----------#	-----------#	-----------#	-------?---#
27	01001	-----------#	-----------#	-------?---#	-----------#
28	01001	-----------#	-----------#	-------?---#	-----------#
29	01011	-----------#	-----------#	-------?---#	-----------#
30	01001	-----------#	-------?---#	-----------#	-----------#
31	01001	-----------#	-------?---#	-----------#	-----------#
32	01001	-----------#	-------?---#	-----------#	-----------#
33	01001	-------?---#	-----------#	-----------#	-----------#
34	01001	-------?---#	-----------#	-----------#	-----------#
35	01001	-----------#	-----------#	-----------#	-------?---#
36	01001	-----------#	-----------#	-----------#	-------?---#
37	01011	-----------#	-----------#	-------?---#	-------?---#
38	01001	-----------#	-----------#	-------?---#	-------?---#
39	01001	-----------#	-------?---#	-------?---#	---?---?---#
40	01011	-----------#	-------?---#	-------?---#	---?---?---#
41	01001	-------?---#	-------?---#	---?---?---#	-------?---#
42	01001	-------?---#	---?---?---#	-------?---#	-------?---#
43	01001	-------?---#	---?---?---#	-------?---#	-------?---#
44	01001	---?---?---#	-------?---#	-------?---#	-----------#
45	01001	---?---?---#	-------?---#	-------?---#	-----------#
46	01001	-------?---#	-------?---#	-----------#	-----------#
47	01001	-------?---#	-----------#	-----------#	-----------#
48	01001	-------?---#	-----------#	-----------#	-----------#
49	01001	-----------#	-----------#	-----------#	---------###
50	01011	-----------#	-----------#	---------###	---------###
51	00001	-----------#	-----------#	---------###	---------###
52	00001	-----------#	---------###	---------###	-----------#
53	00001	-----------#	---------###	---------###	-----------#
54	00001	---------###	---------###	-----------#	-----------#
55	01001	---------###	---------###	-----------#	-----------#
56	01001	---------###	-----------#	-----------#	-----------#
57	01001	---------###	-----------#	-----------#	-----------#
58	01001	-----------#	-----------#	-----------#	-----------#
59	01001	-----------#	-----------#	-----------#	-----------#
60	01001	-----------#	-----------#	-----------#	-----------#
61	01011	-----------#	-----------#	-----------#	-----------#
62	01011	-----------#	-----------#	-----------#	-----------#
63	01011	-----------#	-----------#	-----------#	-----------#
64	01011	-----------#	-----------#	-----------#	-----------#
65	01001	-----------#	-----------#	-----------#	-----------#
66	01001	-----------#	-----------#	-----------#	-----------#
67	01001	-----------#	-----------#	-----------#	--------####
68	01011	-----------#	-----------#	-----------#	--------####
69	01001	-----------#	-----------#	--------####	--------####
70	01001	-----------#	--------####	--------####	-----------#
71	01011	-----------#	--------####	--------####	-----------#
72	01011	--------####	--------####	-----------#	-----------#
73	01011	--------####	-----------#	-----------#	-----------#
74	01001	--------####	-----------#	-----------#	-----------#
75	01001	-----------#	-----------#	-----------#	-----------#
76	01001	-----------#	-----------#	-----------#	-----------#
77	01001	-----------#	-----------#	-----------#	-----------#
78	01001	-----------#	-----------#	-----------#	-----------#
79	01001	-----------#	-----------#	-----------#	-------#####
80	01001	-----------#	-----------#	-----------#	-------#####
81	01011	-----------#	-----------#	-------#####	-------#####
82	00001	-----------#	-------#####	-------#####	-----------#
83	00001	-----------#	-------#####	-------#####	-----------#
84	00001	-------#####	-------#####	-----------#	-----------#
85	00001	-------#####	-------#####	-----------#	-----------#
86	00001	-------#####	-----------#	-----------#	-----------#
87	00001	-------#####	-----------#	-----------#	-----------#
88	00001	-------#####	-----------#	-----------#	-----------#
89	01001	-----------#	-----------#	-----------#	-----------#
90	01001	-----------#	-----------#	-----------#	-----------#
91	01001	-----------#	-----------#	-----------#	-----------#
92	01001	-----------#	-----------#	-----------#	-----------#
93	01001	-----------#	-----------#	-----------#	-----------#
94	01001	-----------#	-----------#	-----------#	-----------#
95	01011	-----------#	-----------#	-----------#	-----------#
96	01011	-----------#	-----------#	-----------#	-----------#
97	01011	-----------#	-----------#	-----------#	-----------#
98	01011	-----------#	-----------#	-----------#	-----------#
99	01011	-----------#	-----------#	-----------#	-----------#
100	01011	-----------#	-----------#	-----------#	-----------#
101	01011	-----------#	-----------#	-----------#	-----------#
102	01001	-----------#	-----------#	-----------#	-------#####
103	01011	-----------#	-----------#	-------#####	-------#####
104	00001	-----------#	-----------#	-------#####	-------#####
105	00001	-----------#	-------#####	-------#####	-----------#
106	00001	-----------#	-------#####	-------#####	-----------#
