1	0000000000000000	2	0	-----------#	-----------#	-----------#	-----------#
2	01001	2	0	-----------#	-----------#	-----------#	-----------#
3	01001	2	0	-----------#	-----------#	-----------#	-----------#
4	10001	2	0	-----------#	-----------#	-----------#	-----------#
5	01001	2	1	-----------#	-----------#	-----------#	-----------#
6	01001	2	1	-----------#	-----------#	-----------#	-----------#
7	01001	2	2	-----------#	-----------#	-----------#	-----------#
8	01001	2	3	-----------#	-----------#	-----------#	-----------#
9	01001	3	3	-----------#	-----------#	-----------#	-----------#
10	01001	3	4	-----------#	-----------#	-----------#	-----------#
11	01001	3	5	-----------#	-----------#	-----------#	-----------#
12	01001	4	6	-----------#	-----------#	-----------#	-----------#
13	01001	4	7	-----------#	-----------#	-----------#	-----------#
14	01001	5	8	-----------#	-----------#	-----------#	-----------#
15	01001	5	10	-----------#	-----------#	-----------#	-----------#
16	01001	6	10	-----------#	-----------#	-----------#	-----------#
17	01001	6	10	-----------#	-----------#	-----------#	-----------#
18	01001	7	10	-----------#	-----------#	-----------#	-----------#
19	01011	7	10	-----------#	-----------#	-----------#	-----------#
20	01011	8	10	-----------#	-----------#	-----------#	-----------#
21	01011	8	9	-----------#	-----------#	-----------#	-----------#
22	01011	9	8	-----------#	-----------#	-----------#	-----------#
23	01011	10	7	-----------#	-----------#	-----------#	-----------#
24	01011	10	7	-----------#	-----------#	-----------#	-----------#
25	01011	11	7	-----------#	-----------#	-----------#	-----------#
26	01011	11	6	-----------#	-----------#	-----------#	-----------#
27	01001	12	6	-----------#	-----------#	-----------#	---?---?---#
28	01001	13	6	-----------#	-----------#	---?---?---#	---?---?---#
29	01001	13	6	-----------#	-----------#	---?---?---#	---?---?---#
30	01001	14	6	-----------#	---?---?---#	---?---?---#	---?---?---#
31	01001	15	6	---?---?---#	---?---?---#	---?---?---#	---?---?---#
32	01001	15	6	---?---?---#	---?---?---#	---?---?---#	---?---?---#
33	01001	16	6	---?---?---#	---?---?---#	---?---?---#	---?---?---#
34	01001	17	6	---?---?---#	---?---?---#	---?---?---#	---?---?---#
35	01011	17	6	---?---?---#	---?---?---#	---?---?---#	---?---?---#
36	01001	18	6	---?---?---#	---?---?---#	---?---?---#	---?---?---#
37	01001	19	5	---?---?---#	---?---?---#	---?---?---#	---?---?---#
38	01001	19	5	---?---?---#	---?---?---#	---#---?---#	---?---?---#
39	01001	20	5	---?---?---#	---#---?---#	---?---?---#	---?---?---#
40	01001	21	6	---#---?---#	---?---?---#	---?---?---#	---?---?---#
41	01001	21	6	---#---?---#	---?---?---#	---?---?---#	---?---?---#
42	01001	22	6	---?---?---#	---?---?---#	---?---?---#	---?---?---#
43	01011	23	6	---?---?---#	---?---?---#	---?---?---#	------------
44	01001	23	6	---?---?---#	---?---?---#	---?---?---#	------------
45	01001	24	5	---?---?---#	---?---?---#	------------	------------
46	01001	25	5	---?---?---#	------------	------------	------------
47	01001	25	5	---?---?---#	------------	------------	------------
48	01001	26	5	------------	------------	------------	------------
49	01001	27	5	------------	------------	------------	-----------#
50	01001	27	6	------------	------------	------------	-----------#
51	01001	28	6	------------	------------	-----------#	-------?---#
52	01001	29	6	------------	-----------#	-------?---#	-------?---#
53	01001	29	6	------------	-----------#	-------?---#	-------?---#
54	01001	30	6	-----------#	-------?---#	-------?---#	-------?---#
55	01011	31	6	-------?---#	-------?---#	-------?---#	-------?---#
56	01001	31	6	-------?---#	-------?---#	-------?---#	-------?---#
57	01001	32	5	-------?---#	-------?---#	-------?---#	-----------#
58	01001	33	5	-------?---#	-------?---#	-----------#	-----------#
59	01001	33	5	-------?---#	-------?---#	-----------#	-----------#
60	01001	34	5	-------?---#	-----------#	-----------#	-----------#
61	01001	35	5	-----------#	-----------#	-----------#	---?---?---#
62	01001	36	6	-----------#	-----------#	---?---?---#	---?-------#
63	00000	36	6	-----------#	-----------#	---?---?---#	---?-------#
64	01001	37	7	-----------#	---?---?---#	---?-------#	---?-------#
65	00000	37	8	-----------#	---?---?---#	---?-------#	---?-------#
66	01001	38	9	---?---?---#	---?-------#	---?-------#	---?-------#
67	01001	39	10	---?-------#	---?-------#	---?-------#	---?--------
68	01001	39	10	---?-------#	---?-------#	---?-------#	---?--------
69	01011	40	10	---?-------#	---?-------#	---?--------	---?--------
70	01011	40	10	---?-------#	---?-------#	---?--------	---?--------
71	01011	41	9	---?-------#	---?--------	---?--------	---?--------
72	01001	42	8	---?--------	---?--------	---?--------	------------
73	01001	42	8	---?--------	---?--------	---?--------	------------
74	01001	43	7	---?--------	---?--------	------------	------------
75	01001	43	8	---?--------	---?--------	------------	------------
76	01001	44	8	---?--------	------------	------------	------------
77	01001	45	8	------------	------------	------------	------------
78	01001	45	9	------------	------------	------------	------------
79	01001	46	9	------------	------------	------------	------------
80	01001	47	10	------------	------------	------------	-----------#
81	01001	47	10	------------	------------	------------	-----------#
82	01001	48	10	------------	------------	-----------#	-----------#
83	01001	49	10	------------	-----------#	-----------#	-----------#
84	01001	49	10	------------	-----------#	-----------#	-----------#
85	01001	50	10	-----------#	-----------#	-----------#	-----------#
86	01011	51	10	-----------#	-----------#	-----------#	---?-------#
87	01011	51	10	-----------#	-----------#	-----------#	---?-------#
88	01011	52	9	-----------#	-----------#	---?-------#	---?-------#
89	01011	53	8	-----------#	---?-------#	---?-------#	---?-------#
90	01011	53	7	-----------#	---?-------#	---?-------#	---?-------#
91	01011	54	7	---?-------#	---?-------#	---?-------#	---?-------#
92	01011	55	7	---?-------#	---?-------#	---?-------#	---?-------#
93	01011	55	6	---?-------#	---?-------#	---?-------#	---?-------#
94	01001	56	6	---?-------#	---?-------#	---?-------#	---?-------#
95	01001	57	6	---?-------#	---?-------#	---?-------#	---?---###-#
96	01001	57	6	---?-------#	---?-------#	---?-------#	---?---###-#
97	01001	58	6	---?-------#	---?-------#	---?---###-#	---?---###-#
98	01000	59	6	---?-------#	---?---###-#	---?---###-#	---?-------#
99	01001	59	6	---?-------#	---?---###-#	---?---###-#	---?-------#
100	01001	60	7	---?---###-#	---?---###-#	---?-------#	---?-------#
101	01001	61	7	---?---###-#	---?-------#	---?-------#	---?-------#
102	01001	61	7	---?---###-#	---?-------#	---?-------#	---?-------#
103	10000	62	8	---?-------#	---?-------#	---?-------#	---?-------#
104	01001	63	9	---?-------#	---?-------#	---?-------#	-----------#
105	01000	63	9	---?-------#	---?-------#	---?-------#	-----------#
106	10000	64	10	---?-------#	---?-------#	-----------#	------------
107	10000	64	10	---?-------#	---?-------#	-----------#	------------
108	00010	64	10	---?-------#	---?-------#	-----------#	------------
109	01010	65	10	---?-------#	-----------#	------------	-------?----
110	01010	65	9	---?-------#	-----------#	------------	-------?----
111	10011	65	8	---?-------#	-----------#	------------	-------?----
112	01010	65	7	---?-------#	-----------#	------------	-------?----
113	01010	65	7	---?-------#	-----------#	------------	-------?----
114	01010	65	7	---?-------#	-----------#	------------	-------?----
115	01011	65	6	---?-------#	-----------#	------------	-------?----
116	01001	65	6	---?-------#	-----------#	------------	-------?----
117	01001	66	6	-----------#	------------	-------?----	------------
118	01001	66	6	-----------#	------------	-------?----	------------
119	00010	66	6	-----------#	------------	-------?----	------------
120	10010	66	6	-----------#	------------	-------?----	------------
121	01011	67	5	------------	-------?----	------------	---?--------
122	10011	67	4	------------	-------?----	------------	---?--------
123	10011	67	3	------------	-------?----	------------	---?--------
124	01010	67	3	------------	-------?----	------------	---?--------
125	01010	67	3	------------	-------?----	------------	---?--------
126	01001	67	2	------------	-------?----	------------	---?--------
